2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 16:07:53 - price_service - INFO - Initializing price service module
2025-08-01 16:07:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:07:55 - price_service - INFO - Initializing price service module
2025-08-01 16:07:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:07:57 - price_service - INFO - Initializing price service module
2025-08-01 16:07:58 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:07:58 - price_service - INFO - Initializing price service module
2025-08-01 16:08:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:00 - price_service - INFO - Initializing price service module
2025-08-01 16:08:01 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:01 - price_service - INFO - Initializing price service module
2025-08-01 16:08:02 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:02 - price_service - INFO - Initializing price service module
2025-08-01 16:08:04 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:04 - price_service - INFO - Initializing price service module
2025-08-01 16:08:06 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:06 - price_service - INFO - Initializing price service module
2025-08-01 16:08:07 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:07 - price_service - INFO - Initializing price service module
2025-08-01 16:08:09 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:09 - price_service - INFO - Initializing price service module
2025-08-01 16:08:11 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:11 - price_service - INFO - Initializing price service module
2025-08-01 16:08:11 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:11 - price_service - INFO - Initializing price service module
2025-08-01 16:08:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:14 - price_service - INFO - Initializing price service module
2025-08-01 16:08:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:16 - price_service - INFO - Initializing price service module
2025-08-01 16:08:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:16 - price_service - INFO - Initializing price service module
2025-08-01 16:08:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:19 - price_service - INFO - Initializing price service module
2025-08-01 16:08:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:21 - price_service - INFO - Initializing price service module
2025-08-01 16:08:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:21 - price_service - INFO - Initializing price service module
2025-08-01 16:08:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:23 - price_service - INFO - Initializing price service module
2025-08-01 16:08:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:25 - price_service - INFO - Initializing price service module
2025-08-01 16:08:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:25 - price_service - INFO - Initializing price service module
2025-08-01 16:08:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:28 - price_service - INFO - Initializing price service module
2025-08-01 16:08:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:29 - price_service - INFO - Initializing price service module
2025-08-01 16:08:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:29 - price_service - INFO - Initializing price service module
2025-08-01 16:08:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:32 - price_service - INFO - Initializing price service module
2025-08-01 16:08:33 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:33 - price_service - INFO - Initializing price service module
2025-08-01 16:08:34 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:34 - price_service - INFO - Initializing price service module
2025-08-01 16:08:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:35 - price_service - INFO - Initializing price service module
2025-08-01 16:08:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:37 - price_service - INFO - Initializing price service module
2025-08-01 16:08:38 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:38 - price_service - INFO - Initializing price service module
2025-08-01 16:08:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:40 - price_service - INFO - Initializing price service module
2025-08-01 16:08:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:42 - price_service - INFO - Initializing price service module
2025-08-01 16:08:43 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:43 - price_service - INFO - Initializing price service module
2025-08-01 16:08:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:44 - price_service - INFO - Initializing price service module
2025-08-01 16:08:46 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:46 - price_service - INFO - Initializing price service module
2025-08-01 16:08:47 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:47 - price_service - INFO - Initializing price service module
2025-08-01 16:08:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:48 - price_service - INFO - Initializing price service module
2025-08-01 16:08:50 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:50 - price_service - INFO - Initializing price service module
2025-08-01 16:08:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:51 - price_service - INFO - Initializing price service module
2025-08-01 16:08:52 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:52 - price_service - INFO - Initializing price service module
2025-08-01 16:08:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:54 - price_service - INFO - Initializing price service module
2025-08-01 16:08:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:55 - price_service - INFO - Initializing price service module
2025-08-01 16:08:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:56 - price_service - INFO - Initializing price service module
2025-08-01 16:08:58 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:58 - price_service - INFO - Initializing price service module
2025-08-01 16:08:59 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:08:59 - price_service - INFO - Initializing price service module
2025-08-01 16:09:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:00 - price_service - INFO - Initializing price service module
2025-08-01 16:09:03 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:03 - price_service - INFO - Initializing price service module
2025-08-01 16:09:04 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:04 - price_service - INFO - Initializing price service module
2025-08-01 16:09:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:05 - price_service - INFO - Initializing price service module
2025-08-01 16:09:07 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:07 - price_service - INFO - Initializing price service module
2025-08-01 16:09:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:08 - price_service - INFO - Initializing price service module
2025-08-01 16:09:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:10 - price_service - INFO - Initializing price service module
2025-08-01 16:09:12 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:12 - price_service - INFO - Initializing price service module
2025-08-01 16:09:12 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:12 - price_service - INFO - Initializing price service module
2025-08-01 16:09:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:14 - price_service - INFO - Initializing price service module
2025-08-01 16:09:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:16 - price_service - INFO - Initializing price service module
2025-08-01 16:09:17 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:17 - price_service - INFO - Initializing price service module
2025-08-01 16:09:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:19 - price_service - INFO - Initializing price service module
2025-08-01 16:09:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:21 - price_service - INFO - Initializing price service module
2025-08-01 16:09:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:21 - price_service - INFO - Initializing price service module
2025-08-01 16:09:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:23 - price_service - INFO - Initializing price service module
2025-08-01 16:09:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:25 - price_service - INFO - Initializing price service module
2025-08-01 16:09:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:26 - price_service - INFO - Initializing price service module
2025-08-01 16:09:27 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:27 - price_service - INFO - Initializing price service module
2025-08-01 16:09:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:30 - price_service - INFO - Initializing price service module
2025-08-01 16:09:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:30 - price_service - INFO - Initializing price service module
2025-08-01 16:09:33 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:33 - price_service - INFO - Initializing price service module
2025-08-01 16:09:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:35 - price_service - INFO - Initializing price service module
2025-08-01 16:09:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:35 - price_service - INFO - Initializing price service module
2025-08-01 16:09:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:37 - price_service - INFO - Initializing price service module
2025-08-01 16:09:39 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:39 - price_service - INFO - Initializing price service module
2025-08-01 16:09:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:40 - price_service - INFO - Initializing price service module
2025-08-01 16:09:41 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:41 - price_service - INFO - Initializing price service module
2025-08-01 16:09:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:44 - price_service - INFO - Initializing price service module
2025-08-01 16:09:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:44 - price_service - INFO - Initializing price service module
2025-08-01 16:09:45 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:45 - price_service - INFO - Initializing price service module
2025-08-01 16:09:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:48 - price_service - INFO - Initializing price service module
2025-08-01 16:09:49 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:49 - price_service - INFO - Initializing price service module
2025-08-01 16:09:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:51 - price_service - INFO - Initializing price service module
2025-08-01 16:09:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:53 - price_service - INFO - Initializing price service module
2025-08-01 16:09:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:53 - price_service - INFO - Initializing price service module
2025-08-01 16:09:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:56 - price_service - INFO - Initializing price service module
2025-08-01 16:09:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:57 - price_service - INFO - Initializing price service module
2025-08-01 16:09:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:09:57 - price_service - INFO - Initializing price service module
2025-08-01 16:10:01 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:01 - price_service - INFO - Initializing price service module
2025-08-01 16:10:03 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:03 - price_service - INFO - Initializing price service module
2025-08-01 16:10:04 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:04 - price_service - INFO - Initializing price service module
2025-08-01 16:10:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:08 - price_service - INFO - Initializing price service module
2025-08-01 16:10:09 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:09 - price_service - INFO - Initializing price service module
2025-08-01 16:10:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:10 - price_service - INFO - Initializing price service module
2025-08-01 16:10:12 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:12 - price_service - INFO - Initializing price service module
2025-08-01 16:10:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:14 - price_service - INFO - Initializing price service module
2025-08-01 16:10:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:14 - price_service - INFO - Initializing price service module
2025-08-01 16:10:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:18 - price_service - INFO - Initializing price service module
2025-08-01 16:10:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:19 - price_service - INFO - Initializing price service module
2025-08-01 16:10:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:20 - price_service - INFO - Initializing price service module
2025-08-01 16:10:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:23 - price_service - INFO - Initializing price service module
2025-08-01 16:10:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:24 - price_service - INFO - Initializing price service module
2025-08-01 16:10:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:24 - price_service - INFO - Initializing price service module
2025-08-01 16:10:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:26 - price_service - INFO - Initializing price service module
2025-08-01 16:10:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:28 - price_service - INFO - Initializing price service module
2025-08-01 16:10:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:29 - price_service - INFO - Initializing price service module
2025-08-01 16:10:31 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:31 - price_service - INFO - Initializing price service module
2025-08-01 16:10:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:32 - price_service - INFO - Initializing price service module
2025-08-01 16:10:33 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:33 - price_service - INFO - Initializing price service module
2025-08-01 16:10:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:35 - price_service - INFO - Initializing price service module
2025-08-01 16:10:36 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:36 - price_service - INFO - Initializing price service module
2025-08-01 16:10:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:37 - price_service - INFO - Initializing price service module
2025-08-01 16:10:39 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:39 - price_service - INFO - Initializing price service module
2025-08-01 16:10:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:40 - price_service - INFO - Initializing price service module
2025-08-01 16:10:41 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:41 - price_service - INFO - Initializing price service module
2025-08-01 16:10:43 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:43 - price_service - INFO - Initializing price service module
2025-08-01 16:10:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:44 - price_service - INFO - Initializing price service module
2025-08-01 16:10:46 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:46 - price_service - INFO - Initializing price service module
2025-08-01 16:10:47 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:47 - price_service - INFO - Initializing price service module
2025-08-01 16:10:49 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:49 - price_service - INFO - Initializing price service module
2025-08-01 16:10:50 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:50 - price_service - INFO - Initializing price service module
2025-08-01 16:10:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:51 - price_service - INFO - Initializing price service module
2025-08-01 16:10:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:53 - price_service - INFO - Initializing price service module
2025-08-01 16:10:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:54 - price_service - INFO - Initializing price service module
2025-08-01 16:10:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:56 - price_service - INFO - Initializing price service module
2025-08-01 16:10:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:57 - price_service - INFO - Initializing price service module
2025-08-01 16:10:58 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:10:58 - price_service - INFO - Initializing price service module
2025-08-01 16:11:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:00 - price_service - INFO - Initializing price service module
2025-08-01 16:11:02 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:02 - price_service - INFO - Initializing price service module
2025-08-01 16:11:03 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:03 - price_service - INFO - Initializing price service module
2025-08-01 16:11:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:05 - price_service - INFO - Initializing price service module
2025-08-01 16:11:06 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:06 - price_service - INFO - Initializing price service module
2025-08-01 16:11:07 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:07 - price_service - INFO - Initializing price service module
2025-08-01 16:11:09 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:09 - price_service - INFO - Initializing price service module
2025-08-01 16:11:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:10 - price_service - INFO - Initializing price service module
2025-08-01 16:11:11 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:11 - price_service - INFO - Initializing price service module
2025-08-01 16:11:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:13 - price_service - INFO - Initializing price service module
2025-08-01 16:11:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:14 - price_service - INFO - Initializing price service module
2025-08-01 16:11:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:16 - price_service - INFO - Initializing price service module
2025-08-01 16:11:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:18 - price_service - INFO - Initializing price service module
2025-08-01 16:11:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:19 - price_service - INFO - Initializing price service module
2025-08-01 16:11:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:20 - price_service - INFO - Initializing price service module
2025-08-01 16:11:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:22 - price_service - INFO - Initializing price service module
2025-08-01 16:11:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:23 - price_service - INFO - Initializing price service module
2025-08-01 16:11:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:24 - price_service - INFO - Initializing price service module
2025-08-01 16:11:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:26 - price_service - INFO - Initializing price service module
2025-08-01 16:11:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:28 - price_service - INFO - Initializing price service module
2025-08-01 16:11:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:28 - price_service - INFO - Initializing price service module
2025-08-01 16:11:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:30 - price_service - INFO - Initializing price service module
2025-08-01 16:11:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:32 - price_service - INFO - Initializing price service module
2025-08-01 16:11:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:32 - price_service - INFO - Initializing price service module
2025-08-01 16:11:34 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:34 - price_service - INFO - Initializing price service module
2025-08-01 16:11:36 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:36 - price_service - INFO - Initializing price service module
2025-08-01 16:11:36 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:36 - price_service - INFO - Initializing price service module
2025-08-01 16:11:38 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:38 - price_service - INFO - Initializing price service module
2025-08-01 16:11:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:40 - price_service - INFO - Initializing price service module
2025-08-01 16:11:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:40 - price_service - INFO - Initializing price service module
2025-08-01 16:11:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:42 - price_service - INFO - Initializing price service module
2025-08-01 16:11:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:44 - price_service - INFO - Initializing price service module
2025-08-01 16:11:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:44 - price_service - INFO - Initializing price service module
2025-08-01 16:11:46 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:46 - price_service - INFO - Initializing price service module
2025-08-01 16:11:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:48 - price_service - INFO - Initializing price service module
2025-08-01 16:11:49 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:49 - price_service - INFO - Initializing price service module
2025-08-01 16:11:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:51 - price_service - INFO - Initializing price service module
2025-08-01 16:11:52 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:52 - price_service - INFO - Initializing price service module
2025-08-01 16:11:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:53 - price_service - INFO - Initializing price service module
2025-08-01 16:11:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:55 - price_service - INFO - Initializing price service module
2025-08-01 16:11:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:56 - price_service - INFO - Initializing price service module
2025-08-01 16:11:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:57 - price_service - INFO - Initializing price service module
2025-08-01 16:11:59 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:11:59 - price_service - INFO - Initializing price service module
2025-08-01 16:12:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:00 - price_service - INFO - Initializing price service module
2025-08-01 16:12:01 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:01 - price_service - INFO - Initializing price service module
2025-08-01 16:12:04 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:04 - price_service - INFO - Initializing price service module
2025-08-01 16:12:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:05 - price_service - INFO - Initializing price service module
2025-08-01 16:12:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:05 - price_service - INFO - Initializing price service module
2025-08-01 16:12:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:08 - price_service - INFO - Initializing price service module
2025-08-01 16:12:09 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:09 - price_service - INFO - Initializing price service module
2025-08-01 16:12:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:10 - price_service - INFO - Initializing price service module
2025-08-01 16:12:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:13 - price_service - INFO - Initializing price service module
2025-08-01 16:12:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:14 - price_service - INFO - Initializing price service module
2025-08-01 16:12:15 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:15 - price_service - INFO - Initializing price service module
2025-08-01 16:12:17 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:17 - price_service - INFO - Initializing price service module
2025-08-01 16:12:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:20 - price_service - INFO - Initializing price service module
2025-08-01 16:12:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:22 - price_service - INFO - Initializing price service module
