2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:57 - price_service - INFO - Initializing price service module
2025-07-29 21:29:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:29 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:31 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:33:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:24 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:26 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:57:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 12:36:04 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 12:43:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 13:01:37 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-07-30 13:01:37 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-07-30 13:01:37 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-07-30 13:01:40 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-07-30 13:01:40 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-07-30 13:01:40 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-07-30 13:01:41 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-07-30 13:01:41 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-07-30 13:01:41 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 13:09:08 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 13:16:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 14:30:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 14:31:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 14:35:28 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 14:35:29 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:23 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:38:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:57:18 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:57:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 15:57:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 16:15:54 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 16:16:05 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 17:07:00 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 20:47:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 20:47:23 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 21:36:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 21:36:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 22:49:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 22:49:47 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 05:54:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:46:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:04 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:29 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:47:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:27 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 06:48:43 - price_service - WARNING - No price record found for 8 in USD, using default values
